Thu Dec 17 07:03:16 2020    prof.txt

         150531575 function calls (149477974 primitive calls) in 274.147 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    68232    0.049    0.000    0.049    0.000 font_manager.py:912(set_file)
     2870    0.049    0.000    1.130    0.000 patches.py:575(draw)
     6750    0.049    0.000    3.008    0.000 axis.py:1345(_copy_tick_props)
    16240    0.049    0.000    0.288    0.000 transforms.py:314(ymin)
    15782    0.049    0.000    0.285    0.000 transforms.py:319(xmax)
    32826    0.049    0.000    0.105    0.000 font_manager.py:1308(<genexpr>)
     7889    0.048    0.000    0.601    0.000 transforms.py:1399(transform)
    16368    0.048    0.000    0.289    0.000 transforms.py:324(ymax)
     3090    0.048    0.000    1.767    0.001 text.py:667(draw)
    28345    0.048    0.000    0.068    0.000 artist.py:367(get_transform)
     4636    0.048    0.000   33.694    0.007 axis.py:1401(grid)
    10994    0.048    0.000    0.091    0.000 axis.py:196(_set_labelrotation)
    46807    0.047    0.000    0.062    0.000 text.py:1151(set_text)
    15055    0.047    0.000    0.500    0.000 transforms.py:1937(rotate_deg)
       11    0.046    0.004  212.233   19.294 plotData.py:97(factor_scatter_matrix)
5700/5053    0.046    0.000    0.279    0.000 transforms.py:1710(__eq__)
    22993    0.046    0.000    0.060    0.000 axis.py:573(locator)
    30125    0.045    0.000    0.072    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
     5530    0.045    0.000    0.332    0.000 _base.py:800(get_yaxis_text1_transform)
    10956    0.045    0.000    0.115    0.000 scale.py:639(scale_factory)
    68903    0.045    0.000    0.045    0.000 {method 'copy' of 'list' objects}
     5464    0.045    0.000    0.179    0.000 axis.py:451(apply_tickdir)
        1    0.045    0.045  274.180  274.180 __main__.py:1(<module>)
     5464    0.045    0.000    0.332    0.000 _base.py:724(get_xaxis_text1_transform)
     9405    0.045    0.000    0.207    0.000 common.py:1330(is_bool_dtype)
    13345    0.044    0.000    0.317    0.000 patches.py:339(_set_facecolor)
    13520    0.044    0.000    0.150    0.000 transforms.py:2511(__init__)
2803/2792    0.044    0.000    0.493    0.000 algorithms.py:1640(take_nd)
    34134    0.044    0.000    0.064    0.000 inspect.py:158(isfunction)
     4009    0.044    0.000    0.120    0.000 base.py:4086(__getitem__)
    59626    0.044    0.000    0.044    0.000 {method 'group' of 're.Match' objects}
     3487    0.043    0.000    1.009    0.000 frame.py:2869(__getitem__)
     1856    0.043    0.000    0.389    0.000 _base.py:3214(set_xlim)
    10986    0.043    0.000    1.570    0.000 ticker.py:2096(__init__)
     7394    0.043    0.000    0.191    0.000 _base.py:3197(_validate_converted_limits)
    11544    0.043    0.000    0.209    0.000 core.py:1425(getmaskarray)
2520/2490    0.043    0.000    0.780    0.000 gridspec.py:751(get_position)
    11604    0.042    0.000    0.141    0.000 artist.py:921(set_alpha)
    46151    0.042    0.000    0.042    0.000 __init__.py:857(<listcomp>)
      440    0.042    0.000    0.042    0.000 {built-in method _thread.start_new_thread}
    10956    0.042    0.000    3.664    0.000 axis.py:754(_set_scale)
    10945    0.041    0.000    3.480    0.000 posixpath.py:387(realpath)
     8388    0.041    0.000    0.056    0.000 axis.py:854(_translate_tick_kw)
    17857    0.041    0.000    0.117    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
     7175    0.041    0.000    0.094    0.000 blocks.py:124(__init__)
    13778    0.041    0.000    0.128    0.000 __init__.py:1652(safe_first_element)
    20113    0.041    0.000    0.379    0.000 fromnumeric.py:199(reshape)
46732/43624    0.041    0.000    0.598    0.000 spines.py:215(_ensure_position_is_set)
     2000    0.041    0.000    1.647    0.001 _base.py:44(_set_random_states)
     1080    0.041    0.000    0.064    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     8938    0.040    0.000    0.256    0.000 markers.py:733(_set_tickleft)
      377    0.040    0.000    0.077    0.000 doccer.py:177(indentcount_lines)
     8806    0.040    0.000    0.252    0.000 markers.py:753(_set_tickdown)
    17857    0.040    0.000    0.063    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
     5462    0.040    0.000    4.265    0.001 backend_agg.py:268(_get_agg_font)
     2068    0.039    0.000    0.132    0.000 core.py:2336(masked_invalid)
    22697    0.039    0.000    0.039    0.000 {method 'getint' of '_tkinter.tkapp' objects}
     4682    0.039    0.000    4.485    0.001 backend_agg.py:215(get_text_width_height_descent)
      780    0.039    0.000    0.045    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
    53851    0.039    0.000    0.039    0.000 {method 'add' of 'set' objects}
    10956    0.039    0.000    1.629    0.000 ticker.py:2896(__init__)
     5530    0.038    0.000    0.159    0.000 axis.py:524(apply_tickdir)
     1841    0.038    0.000    0.347    0.000 _base.py:3486(set_ylim)
   3685/1    0.038    0.000  274.180  274.180 {built-in method builtins.exec}
    14322    0.038    0.000    0.093    0.000 __init__.py:580(push)
     3780    0.038    0.000    0.091    0.000 transforms.py:633(translated)
       30    0.037    0.001    0.037    0.001 {method 'copy' of 'ImagingCore' objects}
     5250    0.037    0.000    0.139    0.000 backend_bases.py:736(__init__)
     5530    0.037    0.000    0.318    0.000 _base.py:826(get_yaxis_text2_transform)
     5464    0.037    0.000    0.309    0.000 _base.py:750(get_xaxis_text2_transform)
    27983    0.037    0.000    0.056    0.000 inspect.py:72(isclass)
     5462    0.037    0.000    1.728    0.000 font_manager.py:1411(get_font)
     1736    0.037    0.000    0.131    0.000 __init__.py:1538(_substitute)
    44966    0.036    0.000    0.036    0.000 ticker.py:214(set_axis)
    44336    0.036    0.000    0.036    0.000 transforms.py:1865(get_matrix)
    42231    0.036    0.000    0.036    0.000 validation.py:71(<dictcomp>)
    14473    0.036    0.000    0.138    0.000 common.py:194(is_object_dtype)
    21523    0.036    0.000    0.069    0.000 inspect.py:513(_is_wrapper)
    10592    0.036    0.000    0.171    0.000 text.py:820(get_unitless_position)
     1356    0.036    0.000    1.840    0.001 axis.py:664(__init__)
     8123    0.036    0.000    0.071    0.000 inspect.py:534(_findclass)
    10951    0.036    0.000    0.396    0.000 posixpath.py:372(abspath)
    12074    0.035    0.000    0.352    0.000 <__array_function__ internals>:2(broadcast_arrays)
    47529    0.035    0.000    0.035    0.000 __init__.py:807(<listcomp>)
    21973    0.035    0.000    0.048    0.000 axis.py:586(formatter)
     8938    0.035    0.000    0.215    0.000 markers.py:739(_set_tickright)
    18617    0.035    0.000    0.079    0.000 shape_base.py:608(_column_stack_dispatcher)
     5319    0.035    0.000    0.065    0.000 __init__.py:1504(_register)
     3950    0.035    0.000    4.061    0.001 threading.py:270(wait)
     8806    0.034    0.000    0.213    0.000 markers.py:747(_set_tickup)
    18847    0.034    0.000    0.268    0.000 {method 'max' of 'numpy.ndarray' objects}
      244    0.034    0.000    0.085    0.000 traitlets.py:219(getmembers)
    36222    0.034    0.000    0.034    0.000 stride_tricks.py:260(<genexpr>)
    11014    0.034    0.000    1.751    0.000 lines.py:1005(get_path)
    10357    0.034    0.000    0.083    0.000 generic.py:5143(__setattr__)
5464/5420    0.034    0.000   23.298    0.004 axis.py:2011(_get_tick)
    18735    0.034    0.000    0.058    0.000 common.py:1565(_get_dtype)
     8050    0.034    0.000    0.342    0.000 validation.py:955(check_is_fitted)
5530/5486    0.034    0.000   23.396    0.004 axis.py:2301(_get_tick)
     7303    0.033    0.000    0.033    0.000 {built-in method numpy.empty}
    25863    0.033    0.000    0.050    0.000 common.py:180(<lambda>)
    49454    0.033    0.000    0.033    0.000 axis.py:582(formatter)
    30157    0.033    0.000    0.033    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     2935    0.033    0.000    0.289    0.000 blocks.py:2677(get_block_type)
  203/142    0.033    0.000    0.238    0.002 {built-in method _imp.exec_dynamic}
      512    0.033    0.000   63.808    0.125 _axes.py:4312(scatter)
    15030    0.032    0.000    0.052    0.000 managers.py:1622(internal_values)
     6008    0.032    0.000    0.154    0.000 transforms.py:1539(transform_path_non_affine)
8674/6709    0.032    0.000    3.476    0.001 <frozen importlib._bootstrap>:1017(_handle_fromlist)
    12074    0.031    0.000    0.053    0.000 stride_tricks.py:256(<listcomp>)
    14723    0.031    0.000    0.288    0.000 {method 'min' of 'numpy.ndarray' objects}
     2046    0.031    0.000    0.159    0.000 cast.py:442(maybe_promote)
      864    0.031    0.000    0.156    0.000 ticker.py:860(_set_format)
 2657/371    0.031    0.000    0.091    0.000 sre_compile.py:71(_compile)
    39942    0.031    0.000    0.031    0.000 {built-in method numpy.geterrobj}
13030/12959    0.031    0.000    0.130    0.000 generic.py:5125(__getattr__)
    12466    0.031    0.000    0.318    0.000 <__array_function__ internals>:2(atleast_1d)
    13908    0.031    0.000    0.067    0.000 {pandas._libs.lib.is_list_like}
    16312    0.030    0.000    0.252    0.000 axis.py:1512(convert_units)
    39732    0.030    0.000    0.030    0.000 markers.py:350(_set_nothing)
    44836    0.030    0.000    0.030    0.000 {built-in method builtins.abs}
     9876    0.030    0.000    0.322    0.000 transforms.py:2183(get_affine)
    19096    0.030    0.000    0.063    0.000 __init__.py:1544(getint_event)
    23829    0.030    0.000    0.045    0.000 core.py:1363(getmask)
     8440    0.030    0.000    4.128    0.000 threading.py:540(wait)
     4159    0.030    0.000    0.078    0.000 __init__.py:1459(_options)
    11339    0.030    0.000    0.261    0.000 <__array_function__ internals>:2(diff)
17940/17883    0.029    0.000    0.222    0.000 transforms.py:1715(transform)
     2075    0.029    0.000    0.731    0.000 <frozen importlib._bootstrap_external>:849(get_code)
    19971    0.029    0.000    0.029    0.000 {built-in method numpy.seterrobj}
     3382    0.029    0.000    0.087    0.000 copy.py:66(copy)
       40    0.029    0.001    0.069    0.002 _parallel_backends.py:239(terminate)
    19189    0.029    0.000    0.044    0.000 inference.py:322(is_hashable)
    43315    0.029    0.000    0.029    0.000 fromnumeric.py:2709(_amin_dispatcher)
    43443    0.028    0.000    0.028    0.000 fromnumeric.py:2584(_amax_dispatcher)
     3982    0.028    0.000    0.040    0.000 ticker.py:2030(scale_range)
    22721    0.028    0.000    0.045    0.000 sre_parse.py:254(get)
     1158    0.028    0.000    0.367    0.000 transforms.py:672(intersection)
     4106    0.028    0.000    0.363    0.000 transforms.py:989(set)
       11    0.028    0.003  144.197   13.109 misc.py:14(scatter_matrix)
4410/4312    0.028    0.000    0.112    0.000 transforms.py:375(bounds)
    12043    0.027    0.000    0.280    0.000 transforms.py:796(unit)
    10986    0.027    0.000    0.536    0.000 <__array_function__ internals>:2(hstack)
     8574    0.027    0.000    0.102    0.000 patches.py:380(set_linewidth)
     4568    0.027    0.000    0.027    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
    10369    0.027    0.000    0.148    0.000 dtypes.py:906(is_dtype)
     4099    0.027    0.000    0.099    0.000 transforms.py:2210(__init__)
18432/17373    0.027    0.000    0.127    0.000 transforms.py:2527(get_matrix)
14966/14965    0.027    0.000    0.289    0.000 {method 'view' of 'numpy.ndarray' objects}
    18847    0.027    0.000    0.234    0.000 _methods.py:37(_amax)
     5030    0.027    0.000    0.094    0.000 base.py:1032(__iter__)
       11    0.027    0.002    1.017    0.092 GetAndPrepareData.py:18(get_data)
9201/8837    0.027    0.000   27.211    0.003 _base.py:62(wrapper)
       98    0.027    0.000   13.177    0.134 tight_layout.py:19(auto_adjust_subplotpars)
     2219    0.027    0.000    0.472    0.000 core.py:2819(__new__)
    14737    0.027    0.000    0.040    0.000 core.py:1316(_replace_dtype_fields)
     7068    0.027    0.000    0.084    0.000 path.py:164(_fast_from_codes_and_verts)
    18585    0.027    0.000    0.039    0.000 base.py:567(__len__)
    12028    0.027    0.000    0.182    0.000 common.py:456(is_period_dtype)
7971/7782    0.026    0.000    0.504    0.000 axis.py:1944(getter)
     2366    0.026    0.000    0.455    0.000 <frozen importlib._bootstrap>:890(_find_spec)
     1065    0.026    0.000    0.058    0.000 pathlib.py:63(parse_parts)
     2322    0.026    0.000    0.030    0.000 __init__.py:536(__setitem__)
    10956    0.026    0.000    0.034    0.000 scale.py:98(__init__)
    35193    0.026    0.000    0.026    0.000 multiarray.py:706(dot)
     2825    0.026    0.000    0.058    0.000 __init__.py:168(connect)
     4540    0.026    0.000    0.156    0.000 text.py:834(get_prop_tup)
    34673    0.026    0.000    0.026    0.000 multiarray.py:143(concatenate)
    43225    0.026    0.000    0.026    0.000 {method 'rstrip' of 'str' objects}
    12148    0.026    0.000    0.089    0.000 core.py:1645(make_mask_none)
     2003    0.026    0.000    4.276    0.002 artist.py:1609(<listcomp>)
     4150    0.025    0.000    0.080    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
     2857    0.025    0.000    0.771    0.000 ticker.py:2274(__call__)
      522    0.025    0.000    0.231    0.000 __init__.py:961(_combine_masks)
13605/13205    0.025    0.000    0.598    0.000 _base.py:649(viewLim)
     1891    0.025    0.000    0.268    0.000 construction.py:390(sanitize_array)
    22216    0.025    0.000    0.025    0.000 core.py:3406(dtype)
    10601    0.025    0.000    0.033    0.000 transforms.py:357(width)
    16288    0.025    0.000    0.025    0.000 {built-in method numpy.zeros}
     2616    0.025    0.000    0.049    0.000 functools.py:34(update_wrapper)
    10214    0.024    0.000    0.239    0.000 _base.py:2164(_process_single_axis)
    10314    0.024    0.000    0.132    0.000 common.py:530(is_categorical_dtype)
     9965    0.024    0.000    0.134    0.000 _ufunc_config.py:433(__enter__)
    29294    0.024    0.000    0.024    0.000 _base.py:638(<genexpr>)
     9965    0.023    0.000    0.115    0.000 _ufunc_config.py:438(__exit__)
     8015    0.023    0.000    0.031    0.000 getlimits.py:366(__new__)
     6512    0.023    0.000    0.041    0.000 __init__.py:101(_cnfmerge)
     1366    0.023    0.000    5.629    0.004 _base.py:3013(tick_params)
     2318    0.023    0.000   33.723    0.015 _base.py:2851(grid)
    14723    0.023    0.000    0.257    0.000 _methods.py:41(_amin)
    17789    0.023    0.000    0.034    0.000 sre_parse.py:164(__getitem__)
     8098    0.023    0.000    0.030    0.000 transforms.py:348(intervaly)
     1032    0.023    0.000    0.044    0.000 collections.py:904(set_sizes)
     4557    0.023    0.000    0.071    0.000 patches.py:400(set_linestyle)
     9427    0.023    0.000    0.139    0.000 common.py:381(is_datetime64tz_dtype)
    11124    0.023    0.000    0.057    0.000 <__array_function__ internals>:2(shape)
     6886    0.023    0.000    0.059    0.000 numerictypes.py:360(issubdtype)
     2792    0.023    0.000    0.121    0.000 algorithms.py:1511(_get_take_nd_function)
     7889    0.022    0.000    0.432    0.000 transforms.py:2342(transform_affine)
     7181    0.022    0.000    0.112    0.000 patches.py:456(set_capstyle)
